#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
603	SAV2226	chr	-	2366042	2366408	2366042	2366408	1	2366042,	2366408,	2209	rpsM	cmpl	cmpl	0,
603	SAV2227	chr	-	2366430	2366544	2366430	2366544	1	2366430,	2366544,	2210	rpmJ	cmpl	cmpl	0,
603	SAV2228	chr	-	2366575	2366794	2366575	2366794	1	2366575,	2366794,	2211	infA	cmpl	cmpl	0,
603	SAV2229	chr	-	2366986	2367634	2366986	2367634	1	2366986,	2367634,	2212	adk	cmpl	cmpl	0,
603	SAV2230	chr	-	2367650	2368943	2367650	2368943	1	2367650,	2368943,	2213	secY	cmpl	cmpl	0,
603	SAV2231	chr	-	2368942	2369383	2368942	2369383	1	2368942,	2369383,	2214	rplO	cmpl	cmpl	0,
603	SAV2232	chr	-	2369399	2369579	2369399	2369579	1	2369399,	2369579,	2215	rpmD	cmpl	cmpl	0,
603	SAV2233	chr	-	2369595	2370096	2369595	2370096	1	2369595,	2370096,	2216	rpsE	cmpl	cmpl	0,
603	SAV2234	chr	-	2370116	2370476	2370116	2370476	1	2370116,	2370476,	2217	rplR	cmpl	cmpl	0,
603	SAV2235	chr	-	2370506	2371043	2370506	2371043	1	2370506,	2371043,	2218	rplF	cmpl	cmpl	0,
603	SAV2236	chr	-	2371067	2371466	2371067	2371466	1	2371067,	2371466,	2219	rpsH	cmpl	cmpl	0,
603	SAV2237	chr	-	2371497	2371683	2371497	2371683	1	2371497,	2371683,	2220	rpsN	cmpl	cmpl	0,
603	SAV2238	chr	-	2371705	2372245	2371705	2372245	1	2371705,	2372245,	2221	rplE	cmpl	cmpl	0,
603	SAV2239	chr	-	2372271	2372589	2372271	2372589	1	2372271,	2372589,	2222	rplX	cmpl	cmpl	0,
603	SAV2240	chr	-	2372624	2372993	2372624	2372993	1	2372624,	2372993,	2223	rplN	cmpl	cmpl	0,
603	SAV2241	chr	-	2373024	2373288	2373024	2373288	1	2373024,	2373288,	2224	rpsQ	cmpl	cmpl	0,
603	SAV2242	chr	-	2373311	2373521	2373311	2373521	1	2373311,	2373521,	2225	rpmC	cmpl	cmpl	0,
603	SAV2243	chr	-	2373510	2373945	2373510	2373945	1	2373510,	2373945,	2226	rplP	cmpl	cmpl	0,
603	SAV2244	chr	-	2373947	2374601	2373947	2374601	1	2373947,	2374601,	2227	rpsC	cmpl	cmpl	0,
603	SAV2245	chr	-	2374624	2374978	2374624	2374978	1	2374624,	2374978,	2228	rplV	cmpl	cmpl	0,
603	SAV2246	chr	-	2375006	2375285	2375006	2375285	1	2375006,	2375285,	2229	rpsS	cmpl	cmpl	0,
603	SAV2247	chr	-	2375351	2376185	2375351	2376185	1	2375351,	2376185,	2230	rplB	cmpl	cmpl	0,
603	SAV2248	chr	-	2376217	2376493	2376217	2376493	1	2376217,	2376493,	2231	rplW	cmpl	cmpl	0,
603	SAV2249	chr	-	2376492	2377116	2376492	2377116	1	2376492,	2377116,	2232	rplD	cmpl	cmpl	0,
603	SAV2250	chr	-	2377142	2377805	2377142	2377805	1	2377142,	2377805,	2233	rplC	cmpl	cmpl	0,
603	SAV2251	chr	-	2377832	2378141	2377832	2378141	1	2377832,	2378141,	2234	rpsJ	cmpl	cmpl	0,
603	SAV2252	chr	+	2378497	2378887	2378497	2378887	1	2378497,	2378887,	2235	none	cmpl	cmpl	0,
603	SAV2253	chr	-	2379077	2380412	2379077	2380412	1	2379077,	2380412,	2236	none	cmpl	cmpl	0,
603	SAV2254	chr	-	2380524	2382660	2380524	2382660	1	2380524,	2382660,	2237	topB	cmpl	cmpl	0,
603	SAV2255	chr	+	2382744	2383722	2382744	2383722	1	2382744,	2383722,	2238	none	cmpl	cmpl	0,
603	SAV2256	chr	+	2383902	2384766	2383902	2384766	1	2383902,	2384766,	2239	none	cmpl	cmpl	0,
603	SAV2257	chr	+	2385049	2385169	2385049	2385169	1	2385049,	2385169,	2240	none	cmpl	cmpl	0,
603	SAV2258	chr	-	2385420	2386329	2385420	2386329	1	2385420,	2386329,	2241	none	cmpl	cmpl	0,
603	SAV2259	chr	+	2386461	2386626	2386461	2386626	1	2386461,	2386626,	2242	none	cmpl	cmpl	0,
603	SAV2260	chr	+	2386870	2387188	2386870	2387188	1	2386870,	2387188,	2243	none	cmpl	cmpl	0,
603	SAV2261	chr	-	2387371	2390539	2387371	2390539	1	2387371,	2390539,	2244	none	cmpl	cmpl	0,
603	SAV2262	chr	-	2390655	2391921	2390655	2391921	1	2390655,	2391921,	2245	fmhB	cmpl	cmpl	0,
603	SAV2263	chr	+	2392309	2392561	2392309	2392561	1	2392309,	2392561,	2246	none	cmpl	cmpl	0,
603	SAV2264	chr	-	2392552	2393317	2392552	2393317	1	2392552,	2393317,	2247	none	cmpl	cmpl	0,
603	SAV2265	chr	+	2393478	2393919	2393478	2393919	1	2393478,	2393919,	2248	none	cmpl	cmpl	0,
603	SAV2266	chr	+	2393911	2395123	2393911	2395123	1	2393911,	2395123,	2249	none	cmpl	cmpl	0,
603	SAV2267	chr	-	2395224	2395575	2395224	2395575	1	2395224,	2395575,	2250	none	cmpl	cmpl	0,
603	SAV2268	chr	-	2396151	2397174	2396151	2397174	1	2396151,	2397174,	2251	moaA	cmpl	cmpl	0,
603	SAV2269	chr	-	2397193	2397793	2397193	2397793	1	2397193,	2397793,	2252	mobA	cmpl	cmpl	0,
603	SAV2270	chr	-	2397799	2398033	2397799	2398033	1	2397799,	2398033,	2253	moaD	cmpl	cmpl	0,
603	SAV2271	chr	-	2398038	2398485	2398038	2398485	1	2398038,	2398485,	2254	moaE	cmpl	cmpl	0,
603	SAV2272	chr	-	2398498	2398984	2398498	2398984	1	2398498,	2398984,	2255	mobB	cmpl	cmpl	0,
603	SAV2273	chr	-	2398980	2400240	2398980	2400240	1	2398980,	2400240,	2256	moeA	cmpl	cmpl	0,
603	SAV2274	chr	+	2400302	2400797	2400302	2400797	1	2400302,	2400797,	2257	moaC	cmpl	cmpl	0,
603	SAV2275	chr	-	2400798	2401305	2400798	2401305	1	2400798,	2401305,	2258	moaB	cmpl	cmpl	0,
603	SAV2276	chr	-	2401335	2402340	2401335	2402340	1	2401335,	2402340,	2259	moeB	cmpl	cmpl	0,
603	SAV2277	chr	-	2402509	2403115	2402509	2403115	1	2402509,	2403115,	2260	modC	cmpl	cmpl	0,
603	SAV2278	chr	-	2403115	2403787	2403115	2403787	1	2403115,	2403787,	2261	modB	cmpl	cmpl	0,
603	SAV2279	chr	-	2403800	2404583	2403800	2404583	1	2403800,	2404583,	2262	modA	cmpl	cmpl	0,
603	SAV2280	chr	+	2404871	2405669	2404871	2405669	1	2404871,	2405669,	2263	narQ	cmpl	cmpl	0,
603	SAV2281	chr	-	2405840	2406611	2405840	2406611	1	2405840,	2406611,	2264	none	cmpl	cmpl	0,
603	SAV2282	chr	-	2406687	2407242	2406687	2407242	1	2406687,	2407242,	2265	none	cmpl	cmpl	0,
603	SAV2283	chr	-	2407362	2408304	2407362	2408304	1	2407362,	2408304,	2266	none	cmpl	cmpl	0,
603	SAV2284	chr	-	2408701	2409610	2408701	2409610	1	2408701,	2409610,	2267	none	cmpl	cmpl	0,
603	SAV2285	chr	-	2409823	2410978	2409823	2410978	1	2409823,	2410978,	2268	none	cmpl	cmpl	0,
603	SAV2286	chr	-	2411024	2411117	2411024	2411117	1	2411024,	2411117,	2269	none	cmpl	cmpl	0,
603	SAV2287	chr	-	2411194	2412100	2411194	2412100	1	2411194,	2412100,	2270	none	cmpl	cmpl	0,
603	SAV2288	chr	+	2412359	2412662	2412359	2412662	1	2412359,	2412662,	2271	ureA	cmpl	cmpl	0,
603	SAV2289	chr	+	2412675	2413086	2412675	2413086	1	2412675,	2413086,	2272	ureB	cmpl	cmpl	0,
603	SAV2290	chr	+	2413082	2414798	2413082	2414798	1	2413082,	2414798,	2273	ureC	cmpl	cmpl	0,
603	SAV2291	chr	+	2414810	2415263	2414810	2415263	1	2414810,	2415263,	2274	ureE	cmpl	cmpl	0,
603	SAV2292	chr	+	2415255	2415945	2415255	2415945	1	2415255,	2415945,	2275	ureF	cmpl	cmpl	0,
603	SAV2293	chr	+	2415957	2416572	2415957	2416572	1	2415957,	2416572,	2276	ureG	cmpl	cmpl	0,
603	SAV2294	chr	+	2416763	2417408	2416763	2417408	1	2416763,	2417408,	2277	ureD	cmpl	cmpl	0,
603	SAV2295	chr	-	2417596	2417944	2417596	2417944	1	2417596,	2417944,	2278	sarR	cmpl	cmpl	0,
603	SAV2296	chr	-	2418371	2418698	2418371	2418698	1	2418371,	2418698,	2279	none	cmpl	cmpl	0,
603	SAV2297	chr	-	2418761	2419505	2418761	2419505	1	2418761,	2419505,	2280	none	cmpl	cmpl	0,
603	SAV2298	chr	-	2419530	2421486	2419530	2421486	1	2419530,	2421486,	2281	none	cmpl	cmpl	0,
603	SAV2299	chr	+	2422095	2422899	2422095	2422899	1	2422095,	2422899,	2282	ssaA	cmpl	cmpl	0,
603	SAV2300	chr	-	2422916	2423045	2422916	2423045	1	2422916,	2423045,	2283	none	cmpl	cmpl	0,
603	SAV2301	chr	-	2423332	2424733	2423332	2424733	1	2423332,	2424733,	2284	none	cmpl	cmpl	0,
603	SAV2302	chr	-	2424827	2425910	2424827	2425910	1	2424827,	2425910,	2285	none	cmpl	cmpl	0,
603	SAV2303	chr	+	2426157	2426580	2426157	2426580	1	2426157,	2426580,	2286	none	cmpl	cmpl	0,
603	SAV2304	chr	+	2426816	2427317	2426816	2427317	1	2426816,	2427317,	2287	none	cmpl	cmpl	0,
603	SAV2305	chr	+	2427677	2428631	2427677	2428631	1	2427677,	2428631,	2288	none	cmpl	cmpl	0,
603	SAV2306	chr	-	2428722	2429847	2428722	2429847	1	2428722,	2429847,	2289	none	cmpl	cmpl	0,
603	SAV2307	chr	-	2430157	2430934	2430157	2430934	1	2430157,	2430934,	2290	none	cmpl	cmpl	0,
603	SAV2308	chr	-	2431416	2431890	2431416	2431890	1	2431416,	2431890,	2291	none	cmpl	cmpl	0,
603	SAV2309	chr	-	2431889	2434844	2431889	2434844	1	2431889,	2434844,	2292	none	cmpl	cmpl	0,
603	SAV2310	chr	-	2435446	2436394	2435446	2436394	1	2435446,	2436394,	2293	none	cmpl	cmpl	0,
603	SAV2311	chr	-	2436526	2437324	2436526	2437324	1	2436526,	2437324,	2294	none	cmpl	cmpl	0,
603	SAV2312	chr	+	2437708	2438401	2437708	2438401	1	2437708,	2438401,	2295	none	cmpl	cmpl	0,
603	SAV2313	chr	-	2438425	2439163	2438425	2439163	1	2438425,	2439163,	2296	none	cmpl	cmpl	0,
603	SAV2314	chr	+	2439211	2439541	2439211	2439541	1	2439211,	2439541,	2297	none	cmpl	cmpl	0,
603	SAV2315	chr	+	2439985	2440858	2439985	2440858	1	2439985,	2440858,	2298	none	cmpl	cmpl	0,
603	SAV2316	chr	-	2441244	2442624	2441244	2442624	1	2441244,	2442624,	2299	none	cmpl	cmpl	0,
603	SAV2317	chr	+	2442903	2443260	2442903	2443260	1	2442903,	2443260,	2300	none	cmpl	cmpl	0,
603	SAV2318	chr	+	2443256	2443442	2443256	2443442	1	2443256,	2443442,	2301	none	cmpl	cmpl	0,
603	SAV2319	chr	-	2443537	2443729	2443537	2443729	1	2443537,	2443729,	2302	none	cmpl	cmpl	0,
603	SAV2320	chr	-	2443739	2444375	2443739	2444375	1	2443739,	2444375,	2303	none	cmpl	cmpl	0,
603	SAV2321	chr	-	2444449	2445367	2444449	2445367	1	2444449,	2445367,	2304	none	cmpl	cmpl	0,
603	SAV2322	chr	+	2445634	2446165	2445634	2446165	1	2445634,	2446165,	2305	none	cmpl	cmpl	0,
603	SAV2323	chr	-	2446230	2447835	2446230	2447835	1	2446230,	2447835,	2306	glvC	cmpl	cmpl	0,
603	SAV2324	chr	+	2448164	2448929	2448164	2448929	1	2448164,	2448929,	2307	none	cmpl	cmpl	0,
603	SAV2325	chr	-	2448986	2449493	2448986	2449493	1	2448986,	2449493,	2308	none	cmpl	cmpl	0,
603	SAV2326	chr	-	2449659	2451039	2449659	2451039	1	2449659,	2451039,	2309	none	cmpl	cmpl	0,
603	SAV2327	chr	-	2451197	2451767	2451197	2451767	1	2451197,	2451767,	2310	none	cmpl	cmpl	0,
603	SAV2328	chr	-	2452253	2453135	2452253	2453135	1	2452253,	2453135,	2311	none	cmpl	cmpl	0,
603	SAV2329	chr	-	2453245	2454367	2453245	2454367	1	2453245,	2454367,	2312	none	cmpl	cmpl	0,
603	SAV2330	chr	-	2454642	2455881	2454642	2455881	1	2454642,	2455881,	2313	hutI	cmpl	cmpl	0,
603	SAV2331	chr	-	2455880	2457542	2455880	2457542	1	2455880,	2457542,	2314	hutU	cmpl	cmpl	0,
603	SAV2332	chr	+	2457701	2458586	2457701	2458586	1	2457701,	2458586,	2315	none	cmpl	cmpl	0,
603	SAV2333	chr	+	2458827	2459247	2458827	2459247	1	2458827,	2459247,	2316	fosB	cmpl	cmpl	0,
603	SAV2334	chr	-	2459502	2460438	2459502	2460438	1	2459502,	2460438,	2317	none	cmpl	cmpl	0,
603	SAV2335	chr	+	2460727	2461987	2460727	2461987	1	2460727,	2461987,	2318	none	cmpl	cmpl	0,
603	SAV2336	chr	-	2462052	2462739	2462052	2462739	1	2462052,	2462739,	2319	none	cmpl	cmpl	0,
603	SAV2337	chr	+	2462912	2463566	2462912	2463566	1	2462912,	2463566,	2320	none	cmpl	cmpl	0,
603	SAV2338	chr	-	2463801	2464821	2463801	2464821	1	2463801,	2464821,	2321	none	cmpl	cmpl	0,
603	SAV2339	chr	-	2464850	2465177	2464850	2465177	1	2464850,	2465177,	2322	none	cmpl	cmpl	0,
603	SAV2340	chr	-	2465394	2466627	2465394	2466627	1	2465394,	2466627,	2323	none	cmpl	cmpl	0,
603	SAV2341	chr	-	2466619	2467519	2466619	2467519	1	2466619,	2467519,	2324	none	cmpl	cmpl	0,
603	SAV2342	chr	-	2467749	2468370	2467749	2468370	1	2467749,	2468370,	2325	none	cmpl	cmpl	0,
603	SAV2343	chr	+	2468361	2468553	2468361	2468553	1	2468361,	2468553,	2326	none	cmpl	cmpl	0,
603	SAV2344	chr	+	2468768	2469377	2468768	2469377	1	2468768,	2469377,	2327	none	cmpl	cmpl	0,
603	SAV2345	chr	+	2469709	2470918	2469709	2470918	1	2469709,	2470918,	2328	none	cmpl	cmpl	0,
603	SAV2346	chr	-	2470965	2472015	2470965	2472015	1	2470965,	2472015,	2329	fni	cmpl	cmpl	0,
603	SAV2347	chr	-	2472045	2472993	2472045	2472993	1	2472045,	2472993,	2330	none	cmpl	cmpl	0,
603	SAV2348	chr	+	2473095	2473581	2473095	2473581	1	2473095,	2473581,	2331	none	cmpl	cmpl	0,
603	SAV2349	chr	+	2473577	2473997	2473577	2473997	1	2473577,	2473997,	2332	none	cmpl	cmpl	0,
603	SAV2350	chr	-	2474104	2475025	2474104	2475025	1	2474104,	2475025,	2333	none	cmpl	cmpl	0,
603	SAV2351	chr	+	2475232	2475871	2475232	2475871	1	2475232,	2475871,	2334	none	cmpl	cmpl	0,
603	SAV2352	chr	-	2476116	2478048	2476116	2478048	1	2476116,	2478048,	2335	none	cmpl	cmpl	0,
603	SAV2353	chr	-	2478060	2478708	2478060	2478708	1	2478060,	2478708,	2336	none	cmpl	cmpl	0,
603	SAV2354	chr	+	2478828	2479383	2478828	2479383	1	2478828,	2479383,	2337	none	cmpl	cmpl	0,
603	SAV2355	chr	-	2479609	2480818	2479609	2480818	1	2479609,	2480818,	2338	tcaB	cmpl	cmpl	0,
603	SAV2356	chr	-	2481086	2482469	2481086	2482469	1	2481086,	2482469,	2339	tcaA	cmpl	cmpl	0,
603	SAV2357	chr	-	2482708	2483164	2482708	2483164	1	2482708,	2483164,	2340	tcaR	cmpl	cmpl	0,
603	SAV2358	chr	+	2483358	2484327	2483358	2484327	1	2483358,	2484327,	2341	none	cmpl	cmpl	0,
603	SAV2359	chr	-	2484557	2485223	2484557	2485223	1	2484557,	2485223,	2342	none	cmpl	cmpl	0,
603	SAV2360	chr	-	2485222	2486278	2485222	2486278	1	2485222,	2486278,	2343	none	cmpl	cmpl	0,
603	SAV2361	chr	+	2486413	2487088	2486413	2487088	1	2486413,	2487088,	2344	none	cmpl	cmpl	0,
603	SAV2362	chr	+	2487080	2488454	2487080	2488454	1	2487080,	2488454,	2345	none	cmpl	cmpl	0,
603	SAV2363	chr	+	2488616	2489060	2488616	2489060	1	2488616,	2489060,	2346	none	cmpl	cmpl	0,
603	SAV2364	chr	+	2489056	2489512	2489056	2489512	1	2489056,	2489512,	2347	none	cmpl	cmpl	0,
75	SAV2365	chr	-	2489577	2491113	2489577	2491113	1	2489577,	2491113,	2348	none	cmpl	cmpl	0,
604	SAV2366	chr	-	2491436	2493035	2491436	2493035	1	2491436,	2493035,	2349	none	cmpl	cmpl	0,
604	SAV2367	chr	+	2493351	2495025	2493351	2495025	1	2493351,	2495025,	2350	none	cmpl	cmpl	0,
604	SAV2368	chr	-	2495178	2495793	2495178	2495793	1	2495178,	2495793,	2351	none	cmpl	cmpl	0,
604	SAV2369	chr	-	2496106	2496622	2496106	2496622	1	2496106,	2496622,	2352	none	cmpl	cmpl	0,
604	SAV2370	chr	+	2496812	2497817	2496812	2497817	1	2496812,	2497817,	2353	none	cmpl	cmpl	0,
604	SAV2371	chr	-	2497862	2498264	2497862	2498264	1	2497862,	2498264,	2354	none	cmpl	cmpl	0,
604	SAV2372	chr	-	2498299	2499295	2498299	2499295	1	2498299,	2499295,	2355	none	cmpl	cmpl	0,
604	SAV2373	chr	-	2499565	2499997	2499565	2499997	1	2499565,	2499997,	2356	none	cmpl	cmpl	0,
604	SAV2374	chr	-	2500203	2501481	2500203	2501481	1	2500203,	2501481,	2357	none	cmpl	cmpl	0,
604	SAV2375	chr	+	2501641	2502265	2501641	2502265	1	2501641,	2502265,	2358	none	cmpl	cmpl	0,
604	SAV2376	chr	+	2502310	2503255	2502310	2503255	1	2502310,	2503255,	2359	none	cmpl	cmpl	0,
604	SAV2377	chr	-	2503339	2504782	2503339	2504782	1	2503339,	2504782,	2360	scrA	cmpl	cmpl	0,
604	SAV2378	chr	+	2504964	2505303	2504964	2505303	1	2504964,	2505303,	2361	none	cmpl	cmpl	0,
604	SAV2379	chr	-	2505346	2506666	2505346	2506666	1	2505346,	2506666,	2362	tnp	cmpl	cmpl	0,
604	SAV2380	chr	+	2506775	2506868	2506775	2506868	1	2506775,	2506868,	2363	none	cmpl	cmpl	0,
604	SAV2381	chr	+	2508355	2510461	2508355	2510461	1	2508355,	2510461,	2364	none	cmpl	cmpl	0,
604	SAV2382	chr	+	2510531	2510954	2510531	2510954	1	2510531,	2510954,	2365	none	cmpl	cmpl	0,
604	SAV2383	chr	+	2511217	2511574	2511217	2511574	1	2511217,	2511574,	2366	none	cmpl	cmpl	0,
604	SAV2384	chr	-	2511891	2513169	2511891	2513169	1	2511891,	2513169,	2367	gltT	cmpl	cmpl	0,
604	SAV2385	chr	-	2513350	2513716	2513350	2513716	1	2513350,	2513716,	2368	none	cmpl	cmpl	0,
604	SAV2386	chr	+	2514112	2514559	2514112	2514559	1	2514112,	2514559,	2369	none	cmpl	cmpl	0,
604	SAV2387	chr	+	2514780	2515203	2514780	2515203	1	2514780,	2515203,	2370	none	cmpl	cmpl	0,
604	SAV2388	chr	-	2515309	2516479	2515309	2516479	1	2515309,	2516479,	2371	narK	cmpl	cmpl	0,
604	SAV2389	chr	+	2516847	2517762	2516847	2517762	1	2516847,	2517762,	2372	none	cmpl	cmpl	0,
604	SAV2390	chr	+	2517740	2518481	2517740	2518481	1	2517740,	2518481,	2373	none	cmpl	cmpl	0,
604	SAV2391	chr	-	2518738	2519392	2518738	2519392	1	2518738,	2519392,	2374	none	cmpl	cmpl	0,
604	SAV2392	chr	-	2519414	2520449	2519414	2520449	1	2519414,	2520449,	2375	none	cmpl	cmpl	0,
604	SAV2393	chr	-	2520472	2520925	2520472	2520925	1	2520472,	2520925,	2376	none	cmpl	cmpl	0,
604	SAV2394	chr	-	2520944	2521622	2520944	2521622	1	2520944,	2521622,	2377	narI	cmpl	cmpl	0,
604	SAV2395	chr	-	2521614	2522190	2521614	2522190	1	2521614,	2522190,	2378	none	cmpl	cmpl	0,
604	SAV2396	chr	-	2522182	2523742	2522182	2523742	1	2522182,	2523742,	2379	narH	cmpl	cmpl	0,
604	SAV2397	chr	-	2523731	2527421	2523731	2527421	1	2523731,	2527421,	2380	narG	cmpl	cmpl	0,
604	SAV2398	chr	-	2527729	2528707	2527729	2528707	1	2527729,	2528707,	2381	nasF	cmpl	cmpl	0,
604	SAV2399	chr	-	2528697	2529012	2528697	2529012	1	2528697,	2529012,	2382	nasE	cmpl	cmpl	0,
604	SAV2400	chr	-	2529015	2531421	2529015	2531421	1	2529015,	2531421,	2383	nasD	cmpl	cmpl	0,
604	SAV2401	chr	-	2531486	2532218	2531486	2532218	1	2531486,	2532218,	2384	none	cmpl	cmpl	0,
604	SAV2402	chr	-	2532447	2532984	2532447	2532984	1	2532447,	2532984,	2385	none	cmpl	cmpl	0,
604	SAV2403	chr	-	2533217	2534042	2533217	2534042	1	2533217,	2534042,	2386	none	cmpl	cmpl	0,
604	SAV2404	chr	-	2534258	2534441	2534258	2534441	1	2534258,	2534441,	2387	none	cmpl	cmpl	0,
604	SAV2405	chr	-	2534524	2534992	2534524	2534992	1	2534524,	2534992,	2388	none	cmpl	cmpl	0,
604	SAV2406	chr	-	2535177	2536725	2535177	2536725	1	2535177,	2536725,	2389	none	cmpl	cmpl	0,
604	SAV2407	chr	-	2537019	2537286	2537019	2537286	1	2537019,	2537286,	2390	none	cmpl	cmpl	0,
604	SAV2408	chr	-	2537285	2537537	2537285	2537537	1	2537285,	2537537,	2391	none	cmpl	cmpl	0,
604	SAV2409	chr	-	2537809	2538409	2537809	2538409	1	2537809,	2538409,	2392	none	cmpl	cmpl	0,
604	SAV2410	chr	-	2538427	2538790	2538427	2538790	1	2538427,	2538790,	2393	none	cmpl	cmpl	0,
604	SAV2411	chr	+	2539044	2540295	2539044	2540295	1	2539044,	2540295,	2394	fmhA	cmpl	cmpl	0,
604	SAV2412	chr	-	2540391	2541123	2540391	2541123	1	2540391,	2541123,	2395	none	cmpl	cmpl	0,
604	SAV2413	chr	-	2541119	2541614	2541119	2541614	1	2541119,	2541614,	2396	none	cmpl	cmpl	0,
604	SAV2414	chr	-	2541819	2542599	2541819	2542599	1	2541819,	2542599,	2397	none	cmpl	cmpl	0,
604	SAV2415	chr	-	2542719	2544159	2542719	2544159	1	2542719,	2544159,	2398	none	cmpl	cmpl	0,
604	SAV2416	chr	-	2544590	2545277	2544590	2545277	1	2544590,	2545277,	2399	none	cmpl	cmpl	0,
604	SAV2417	chr	-	2545603	2546470	2545603	2546470	1	2545603,	2546470,	2400	none	cmpl	cmpl	0,
604	SAV2418	chr	+	2547289	2548570	2547289	2548570	1	2547289,	2548570,	2401	sbi	cmpl	cmpl	0,
604	SAV2419	chr	+	2549105	2550035	2549105	2550035	1	2549105,	2550035,	2402	hlgA	cmpl	cmpl	0,
604	SAV2420	chr	+	2550601	2551549	2550601	2551549	1	2550601,	2551549,	2403	hlgC	cmpl	cmpl	0,
604	SAV2421	chr	+	2551550	2552528	2551550	2552528	1	2551550,	2552528,	2404	hlgB	cmpl	cmpl	0,
604	SAV2422	chr	-	2552579	2553047	2552579	2553047	1	2552579,	2553047,	2405	none	cmpl	cmpl	0,
604	SAV2423	chr	-	2553057	2553750	2553057	2553750	1	2553057,	2553750,	2406	none	cmpl	cmpl	0,
604	SAV2424	chr	-	2553760	2554876	2553760	2554876	1	2553760,	2554876,	2407	none	cmpl	cmpl	0,
604	SAV2425	chr	-	2554853	2555861	2554853	2555861	1	2554853,	2555861,	2408	bioB	cmpl	cmpl	0,
604	SAV2426	chr	-	2555862	2557221	2555862	2557221	1	2555862,	2557221,	2409	bioA	cmpl	cmpl	0,
604	SAV2427	chr	-	2557198	2557885	2557198	2557885	1	2557198,	2557885,	2410	bioD	cmpl	cmpl	0,
604	SAV2428	chr	-	2558337	2560071	2558337	2560071	1	2558337,	2560071,	2411	none	cmpl	cmpl	0,
604	SAV2429	chr	-	2560095	2561859	2560095	2561859	1	2560095,	2561859,	2412	none	cmpl	cmpl	0,
604	SAV2430	chr	+	2562565	2562820	2562565	2562820	1	2562565,	2562820,	2413	none	cmpl	cmpl	0,
604	SAV2431	chr	-	2562802	2563189	2562802	2563189	1	2562802,	2563189,	2414	none	cmpl	cmpl	0,
604	SAV2432	chr	+	2563456	2564599	2563456	2564599	1	2563456,	2564599,	2415	none	cmpl	cmpl	0,
604	SAV2433	chr	+	2564658	2565318	2564658	2565318	1	2564658,	2565318,	2416	none	cmpl	cmpl	0,
604	SAV2434	chr	+	2565499	2566711	2565499	2566711	1	2565499,	2566711,	2417	none	cmpl	cmpl	0,
604	SAV2435	chr	-	2566833	2567307	2566833	2567307	1	2566833,	2567307,	2418	none	cmpl	cmpl	0,
604	SAV2436	chr	+	2567419	2568076	2567419	2568076	1	2567419,	2568076,	2419	none	cmpl	cmpl	0,
604	SAV2437	chr	-	2568138	2568945	2568138	2568945	1	2568138,	2568945,	2420	none	cmpl	cmpl	0,
604	SAV2438	chr	+	2569230	2570640	2569230	2570640	1	2569230,	2570640,	2421	none	cmpl	cmpl	0,
604	SAV2439	chr	+	2570778	2572857	2570778	2572857	1	2570778,	2572857,	2422	none	cmpl	cmpl	0,
604	SAV2440	chr	-	2572997	2574827	2572997	2574827	1	2572997,	2574827,	2423	none	cmpl	cmpl	0,
604	SAV2441	chr	+	2575058	2576555	2575058	2576555	1	2575058,	2576555,	2424	none	cmpl	cmpl	0,
604	SAV2442	chr	-	2576646	2577498	2576646	2577498	1	2576646,	2577498,	2425	none	cmpl	cmpl	0,
604	SAV2443	chr	-	2577819	2578755	2577819	2578755	1	2577819,	2578755,	2426	none	cmpl	cmpl	0,
604	SAV2444	chr	-	2578980	2580381	2578980	2580381	1	2578980,	2580381,	2427	none	cmpl	cmpl	0,
604	SAV2445	chr	-	2580674	2581370	2580674	2581370	1	2580674,	2581370,	2428	opuCD	cmpl	cmpl	0,
604	SAV2446	chr	-	2581369	2582311	2581369	2582311	1	2581369,	2582311,	2429	opuCC	cmpl	cmpl	0,
604	SAV2447	chr	-	2582327	2582963	2582327	2582963	1	2582327,	2582963,	2430	opuCB	cmpl	cmpl	0,
604	SAV2448	chr	-	2582959	2584192	2582959	2584192	1	2582959,	2584192,	2431	opuCA	cmpl	cmpl	0,
604	SAV2449	chr	-	2584855	2585455	2584855	2585455	1	2584855,	2585455,	2432	none	cmpl	cmpl	0,
604	SAV2450	chr	+	2585634	2587272	2585634	2587272	1	2585634,	2587272,	2433	none	cmpl	cmpl	0,
604	SAV2451	chr	+	2587580	2588933	2587580	2588933	1	2587580,	2588933,	2434	none	cmpl	cmpl	0,
604	SAV2452	chr	-	2588994	2590182	2588994	2590182	1	2588994,	2590182,	2435	none	cmpl	cmpl	0,
604	SAV2453	chr	-	2590577	2591354	2590577	2591354	1	2590577,	2591354,	2436	none	cmpl	cmpl	0,
604	SAV2454	chr	-	2591346	2592009	2591346	2592009	1	2591346,	2592009,	2437	none	cmpl	cmpl	0,
604	SAV2455	chr	-	2592256	2593333	2592256	2593333	1	2592256,	2593333,	2438	none	cmpl	cmpl	0,
604	SAV2456	chr	-	2593687	2593954	2593687	2593954	1	2593687,	2593954,	2439	none	cmpl	cmpl	0,
604	SAV2457	chr	-	2593953	2594211	2593953	2594211	1	2593953,	2594211,	2440	none	cmpl	cmpl	0,
